,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,lat,long
319,268750.0,4,1.0,800,8775,1.0,0.0,0.0,3,6,98166,47.48,-122.336
320,819900.0,5,2.75,3150,7119,2.0,0.0,0.0,3,9,98052,47.6759,-122.15100000000001
321,520000.0,3,2.25,2030,16200,2.0,0.0,0.0,3,8,98027,47.5162,-122.057
322,230000.0,3,2.0,1450,11204,1.0,0.0,0.0,3,7,98001,47.2639,-122.25200000000001
323,240000.0,3,1.75,1510,10248,1.0,0.0,0.0,3,7,98023,47.2929,-122.37100000000001
325,240500.0,2,1.0,1240,12092,1.0,0.0,0.0,3,6,98146,47.4957,-122.352
326,274975.0,3,2.5,3030,45004,2.0,0.0,0.0,3,9,98077,47.7721,-122.09299999999999
327,740000.0,4,2.0,2050,4400,1.5,0.0,0.0,4,9,98102,47.644,-122.319
328,186375.0,3,1.0,1000,7636,1.0,0.0,0.0,2,7,98166,47.472,-122.344
329,790000.0,3,2.25,2370,10289,1.0,0.0,0.0,4,9,98005,47.592,-122.166
331,279000.0,6,1.75,2240,11180,2.0,0.0,0.0,4,7,98198,47.42,-122.323
332,295000.0,3,2.0,1810,10530,1.0,0.0,2.0,3,8,98022,47.1913,-122.012
333,640000.0,2,1.0,1070,5000,1.0,0.0,0.0,3,7,98103,47.6666,-122.331
334,940000.0,4,2.0,2490,9525,2.0,0.0,0.0,5,9,98040,47.5639,-122.21700000000001
335,260000.0,4,2.5,1960,5238,2.0,0.0,0.0,3,7,98038,47.3483,-122.052
336,559900.0,3,2.75,2930,5569,1.0,0.0,0.0,3,9,98072,47.7648,-122.164
337,791500.0,4,2.0,1510,3500,1.5,0.0,0.0,5,7,98103,47.6794,-122.35700000000001
338,265000.0,3,1.75,1420,8250,1.0,0.0,0.0,3,7,98133,47.7535,-122.354
339,245000.0,3,1.75,1740,11547,1.0,0.0,0.0,3,7,98178,47.4945,-122.22
340,485000.0,4,1.75,2560,43995,2.0,0.0,0.0,4,7,98052,47.6945,-122.09299999999999
341,684000.0,4,3.5,3040,8414,2.0,0.0,0.0,3,9,98059,47.5222,-122.15700000000001
342,425000.0,3,1.75,2500,6840,1.0,0.0,0.0,3,8,98125,47.7222,-122.32
343,309600.0,4,1.75,1275,20000,1.0,0.0,0.0,4,6,98070,47.3796,-122.49
344,552250.0,4,2.5,2580,5823,2.0,0.0,0.0,3,8,98065,47.5374,-121.875
345,165000.0,4,1.0,1000,7134,1.0,0.0,0.0,3,6,98178,47.4897,-122.24
346,239900.0,4,1.0,1000,7134,1.0,0.0,0.0,3,6,98178,47.4897,-122.24
347,320000.0,2,1.0,1070,32633,1.0,0.0,0.0,4,6,98059,47.4716,-122.07799999999999
348,206600.0,3,2.0,1390,13464,1.0,0.0,0.0,4,7,98030,47.3581,-122.17299999999999
349,387000.0,4,1.75,2500,7690,1.0,0.0,0.0,3,7,98155,47.7713,-122.307
351,855000.0,4,2.75,2270,10460,2.0,0.0,0.0,3,9,98040,47.5603,-122.22200000000001
352,315000.0,3,1.0,1900,14400,1.0,0.0,0.0,4,7,98166,47.4147,-122.337
354,252000.0,4,1.5,1550,19800,1.0,0.0,0.0,4,7,98001,47.3117,-122.27
355,375000.0,4,1.75,2200,7475,1.0,0.0,0.0,5,7,98118,47.543,-122.28
356,300000.0,4,2.5,1910,4862,2.0,0.0,0.0,3,7,98038,47.3607,-122.03399999999999
358,900000.0,3,1.0,1330,77972,1.0,0.0,0.0,3,7,98033,47.6891,-122.15899999999999
360,463000.0,3,2.5,1640,29970,2.0,0.0,0.0,3,7,98053,47.6359,-121.97399999999999
361,380000.0,5,2.5,2760,11340,2.0,0.0,0.0,4,9,98059,47.4769,-122.141
362,329500.0,4,2.5,1820,7912,2.0,0.0,0.0,3,7,98038,47.3845,-122.029
364,795000.0,5,2.5,3040,9570,1.0,0.0,2.0,4,8,98006,47.5651,-122.164
365,465000.0,3,2.0,1840,40438,2.0,0.0,0.0,3,7,98045,47.4853,-121.709
366,673000.0,4,2.5,2990,10400,2.0,0.0,0.0,3,9,98166,47.4508,-122.359
368,785000.0,4,2.75,2440,69415,1.0,0.0,0.0,4,8,98075,47.5944,-122.042
369,338000.0,4,3.0,2090,7500,1.0,0.0,0.0,3,7,98056,47.4888,-122.182
370,280000.0,3,2.25,1430,7222,2.0,0.0,0.0,3,7,98056,47.5112,-122.19
372,530000.0,4,2.25,2180,10754,1.0,0.0,0.0,5,7,98133,47.7711,-122.34100000000001
373,380000.0,5,3.0,3450,9914,2.0,0.0,0.0,3,9,98023,47.2813,-122.345
374,297000.0,3,2.25,1450,7562,2.0,0.0,0.0,3,7,98056,47.5038,-122.189
375,730000.0,4,2.5,3230,7331,2.0,0.0,0.0,3,10,98075,47.5823,-121.97
376,450000.0,3,1.75,1640,13500,1.0,0.0,0.0,3,7,98125,47.7164,-122.304
377,275000.0,3,3.0,1590,7750,1.0,0.0,0.0,3,7,98038,47.3624,-122.045
379,435000.0,3,1.5,1300,3348,1.5,0.0,0.0,3,7,98144,47.592,-122.307
380,270000.0,2,1.5,1380,209959,1.0,0.0,0.0,1,6,98011,47.7461,-122.195
381,950000.0,3,3.0,4040,14338,2.0,0.0,0.0,3,10,98077,47.7268,-122.06
382,389000.0,4,2.25,2130,5337,2.0,0.0,0.0,3,7,98019,47.7237,-121.959
383,560000.0,4,2.25,2550,7800,1.0,0.0,0.0,3,8,98052,47.6283,-122.095
384,1350000.0,5,3.5,4800,14984,2.0,0.0,2.0,3,11,98006,47.5543,-122.148
385,799000.0,4,2.25,2510,11585,2.0,0.0,0.0,4,8,98040,47.5483,-122.226
386,365500.0,3,2.0,1410,9600,1.0,0.0,0.0,4,7,98072,47.7591,-122.146
387,252350.0,3,2.0,1650,7352,1.0,0.0,0.0,3,7,98058,47.4612,-122.169
388,403950.0,4,2.5,2120,13780,2.0,0.0,0.0,3,8,98146,47.4987,-122.365
389,385000.0,4,1.5,2040,10726,1.0,0.0,0.0,3,7,98177,47.772,-122.35799999999999
390,345000.0,4,1.0,1550,7620,1.5,0.0,0.0,3,7,98106,47.5287,-122.35
391,490000.0,3,2.75,1980,3128,2.0,0.0,0.0,4,9,98008,47.6109,-122.11399999999999
392,330000.0,3,2.5,1600,26977,2.0,0.0,0.0,3,8,98019,47.7736,-121.90100000000001
393,927000.0,4,2.75,3300,12090,2.0,0.0,0.0,3,8,98004,47.6294,-122.21799999999999
395,330000.0,2,1.0,1220,10000,1.0,0.0,0.0,5,7,98028,47.7405,-122.241
396,530000.0,5,2.25,2720,8800,1.0,0.0,0.0,4,7,98008,47.5976,-122.118
398,378750.0,3,2.5,2160,3000,1.5,0.0,0.0,3,7,98118,47.5644,-122.289
399,269900.0,4,1.75,1530,8750,1.5,0.0,0.0,4,7,98058,47.4556,-122.15700000000001
400,557000.0,3,3.5,1710,2096,2.0,0.0,0.0,3,8,98122,47.6055,-122.305
401,360000.0,4,1.75,3730,16980,1.0,0.0,0.0,4,7,98022,47.1775,-122.022
402,352000.0,2,1.0,940,5000,1.0,0.0,0.0,4,7,98117,47.6879,-122.385
404,322500.0,4,2.5,1820,6753,2.0,0.0,0.0,3,7,98038,47.3845,-122.03200000000001
405,650000.0,3,3.25,1510,2000,2.0,0.0,0.0,3,9,98116,47.5815,-122.402
406,450000.0,3,2.0,1290,1213,3.0,0.0,0.0,3,8,98103,47.6609,-122.344
407,278500.0,3,2.0,1570,5250,1.0,0.0,0.0,3,7,98092,47.3163,-122.18799999999999
408,364950.0,4,2.5,1930,6957,2.0,0.0,0.0,3,8,98055,47.4309,-122.191
409,840000.0,4,3.5,2840,40139,1.0,0.0,4.0,4,10,98038,47.401,-122.02600000000001
410,268000.0,3,2.5,1550,8134,2.0,0.0,0.0,3,7,98031,47.403999999999996,-122.191
411,517534.0,2,1.0,833,143947,1.0,0.0,0.0,3,5,98070,47.3889,-122.48200000000001
412,632925.0,3,2.5,2990,32239,2.0,0.0,0.0,4,8,98077,47.7718,-122.095
413,577500.0,3,2.5,2000,7251,2.0,0.0,0.0,3,9,98034,47.7067,-122.2
414,339000.0,4,1.5,2390,7480,1.5,0.0,2.0,3,7,98178,47.504,-122.227
415,570000.0,3,1.75,2910,37461,1.0,0.0,0.0,4,7,98052,47.7015,-122.164
416,563500.0,4,1.75,2085,174240,1.0,0.0,0.0,3,7,98024,47.5753,-121.95
417,423000.0,4,2.25,2200,9351,1.0,0.0,0.0,5,7,98133,47.7448,-122.333
419,1550000.0,5,4.25,6070,171626,2.0,0.0,0.0,3,12,98024,47.5954,-121.95
420,482000.0,2,1.0,950,3960,1.0,0.0,0.0,3,7,98103,47.6885,-122.337
421,625000.0,3,1.75,1600,9135,1.0,0.0,0.0,5,7,98006,47.5724,-122.179
422,538000.0,3,2.5,2250,11632,2.0,0.0,0.0,3,8,98056,47.5272,-122.169
423,380000.0,3,2.5,2280,10255,2.0,0.0,0.0,4,8,98058,47.4334,-122.161
424,375000.0,2,1.0,940,5120,1.0,0.0,0.0,3,7,98122,47.6073,-122.30799999999999
425,245000.0,3,2.5,1530,8500,1.0,0.0,0.0,5,7,98038,47.3592,-122.046
427,1300000.0,3,2.0,2350,15021,1.0,0.0,0.0,4,8,98004,47.6408,-122.219
428,397000.0,4,2.0,1440,7680,1.0,0.0,0.0,3,7,98034,47.7245,-122.2
429,365000.0,3,2.5,2200,4052,2.0,0.0,0.0,3,8,98058,47.4362,-122.178
430,328500.0,4,3.0,2290,8250,2.0,0.0,0.0,3,9,98042,47.3739,-122.156
431,988000.0,4,3.0,4040,19700,2.0,0.0,0.0,3,11,98052,47.7205,-122.12700000000001
432,1000000.0,4,2.5,2610,3277,1.5,0.0,0.0,5,8,98103,47.6636,-122.33
434,525000.0,4,2.5,2450,5280,2.0,0.0,0.0,3,8,98011,47.7734,-122.22399999999999
435,749000.0,4,2.5,1710,9627,1.0,0.0,0.0,3,9,98006,47.559,-122.164
436,722500.0,5,2.5,4870,11800,2.0,0.0,0.0,3,10,98074,47.633,-122.041
438,438000.0,2,2.0,1270,1372,3.0,0.0,0.0,3,8,98115,47.6776,-122.318
439,578000.0,3,1.75,2120,10875,1.0,0.0,2.0,3,8,98146,47.504,-122.382
440,227950.0,3,1.5,1670,8230,1.0,0.0,0.0,5,7,98001,47.2613,-122.255
441,196000.0,3,2.25,2070,11576,2.0,0.0,0.0,3,7,98001,47.3417,-122.271
442,641000.0,2,1.0,1420,5332,1.0,0.0,0.0,3,8,98105,47.6694,-122.275
443,350000.0,3,1.5,1250,219978,1.0,0.0,0.0,4,6,98038,47.4056,-121.955
444,205000.0,3,1.0,940,7980,1.0,0.0,0.0,4,7,98032,47.3838,-122.289
445,400000.0,3,1.75,1920,9102,1.0,0.0,0.0,3,7,98072,47.7487,-122.08200000000001
446,1030000.0,3,2.5,3545,9816,1.0,0.0,0.0,3,10,98027,47.5534,-122.07799999999999
447,505000.0,3,2.0,1260,5460,1.0,0.0,0.0,3,7,98034,47.7355,-122.18
448,475000.0,5,2.5,2340,7200,1.0,0.0,0.0,3,7,98034,47.7206,-122.211
449,520000.0,3,2.25,2590,9263,1.0,0.0,0.0,5,8,98028,47.7691,-122.262
450,1450000.0,3,4.5,3970,24920,2.0,0.0,2.0,3,10,98034,47.7183,-122.258
451,333500.0,3,1.75,1220,9732,1.0,0.0,0.0,3,7,98011,47.7736,-122.214
452,232000.0,3,1.0,1400,10403,1.0,0.0,0.0,4,6,98038,47.361999999999995,-122.029
453,691100.0,3,2.75,2360,16117,1.0,0.0,0.0,4,8,98006,47.5698,-122.12100000000001
454,811000.0,3,1.75,1870,9897,1.0,0.0,0.0,4,8,98040,47.5505,-122.221
455,551000.0,3,2.5,2830,5802,2.0,0.0,0.0,3,9,98028,47.7605,-122.234
456,496500.0,3,2.5,2260,3640,2.0,0.0,0.0,3,8,98072,47.7356,-122.15700000000001
457,705000.0,3,3.0,1970,20978,2.0,1.0,3.0,4,9,98070,47.3844,-122.43799999999999
458,578000.0,4,2.5,3140,9225,1.0,0.0,2.0,5,9,98055,47.4904,-122.226
459,255000.0,3,1.75,1240,8659,1.0,0.0,0.0,5,7,98042,47.3663,-122.089
460,1050000.0,4,3.5,3450,7832,2.0,0.0,0.0,3,10,98006,47.5637,-122.12299999999999
462,230000.0,3,2.0,1510,3413,2.0,0.0,0.0,3,7,98031,47.3912,-122.167
463,359500.0,4,2.25,2390,11250,2.0,0.0,0.0,3,9,98023,47.3305,-122.37100000000001
464,330000.0,3,1.0,980,7000,1.0,0.0,0.0,3,6,98133,47.7617,-122.35700000000001
466,465000.0,3,1.75,1480,6360,1.0,0.0,0.0,3,7,98133,47.7311,-122.353
467,325000.0,4,2.5,1850,7324,2.0,0.0,0.0,3,8,98042,47.3701,-122.10700000000001
468,340500.0,3,2.0,2270,28025,1.0,0.0,0.0,4,7,98168,47.4857,-122.318
469,342500.0,3,2.5,1810,5192,2.0,0.0,0.0,3,8,98038,47.3724,-122.042
470,290900.0,2,2.0,1610,17600,2.0,0.0,0.0,3,6,98178,47.4855,-122.266
471,868700.0,3,4.25,3840,6161,2.0,0.0,0.0,3,10,98074,47.6336,-122.064
472,1200000.0,4,2.75,4110,8400,2.0,0.0,1.0,3,9,98125,47.717,-122.281
473,1150000.0,4,3.25,4190,10259,2.0,0.0,0.0,3,11,98074,47.6332,-122.066
474,859900.0,4,2.75,3390,6298,2.0,0.0,0.0,3,9,98074,47.5906,-122.06200000000001
475,520000.0,4,2.25,1890,3006,2.0,0.0,0.0,3,7,98029,47.5461,-121.99799999999999
477,438924.0,3,1.5,1050,4590,1.0,0.0,0.0,3,7,98115,47.6943,-122.29
478,315000.0,2,1.0,630,6550,1.0,0.0,0.0,3,5,98126,47.5486,-122.38
479,590000.0,4,2.75,2910,10650,1.0,0.0,2.0,3,8,98033,47.6658,-122.18799999999999
480,378500.0,4,1.75,1700,8640,1.0,0.0,0.0,3,7,98006,47.5772,-122.15299999999999
481,328500.0,3,2.5,1950,8130,2.0,0.0,0.0,4,9,98042,47.3875,-122.161
482,849950.0,3,3.0,2990,9773,2.0,0.0,0.0,4,8,98005,47.6344,-122.17399999999999
483,525000.0,3,1.5,1350,6000,1.0,0.0,2.0,3,7,98136,47.5275,-122.391
484,1390000.0,4,3.25,4860,181319,2.5,0.0,0.0,3,9,98074,47.6179,-122.005
485,295000.0,4,2.5,2160,7725,1.0,0.0,0.0,4,8,98023,47.3078,-122.37799999999999
486,1070000.0,6,3.5,4860,11793,2.0,0.0,0.0,3,11,98006,47.5521,-122.137
488,699900.0,4,2.75,2810,7302,2.0,0.0,0.0,3,9,98075,47.5985,-121.977
489,1280000.0,5,2.5,3400,9500,2.0,0.0,1.0,4,8,98027,47.5645,-122.08200000000001
490,452000.0,4,1.5,1580,7350,1.0,0.0,0.0,4,7,98052,47.6734,-122.154
491,370000.0,3,2.0,1680,5036,1.0,0.0,1.0,4,7,98055,47.4734,-122.186
492,232000.0,3,1.75,1300,11230,1.0,0.0,0.0,5,7,98042,47.3811,-122.087
493,669950.0,5,2.5,2820,14062,2.0,0.0,0.0,4,7,98034,47.7081,-122.215
494,397500.0,3,2.0,1510,6710,1.0,0.0,0.0,3,7,98034,47.7193,-122.21600000000001
495,490000.0,2,2.5,1230,1391,2.0,0.0,0.0,3,8,98112,47.6192,-122.301
496,725000.0,4,2.0,2110,4140,2.0,0.0,0.0,3,9,98116,47.5836,-122.387
497,299000.0,3,2.75,3080,19635,1.0,0.0,2.0,4,7,98032,47.3841,-122.28399999999999
498,625000.0,2,1.5,1490,5750,1.5,0.0,0.0,4,7,98116,47.5872,-122.39
499,437500.0,3,2.5,2120,4500,2.0,0.0,0.0,3,7,98065,47.5322,-121.88
500,650000.0,4,2.5,3180,5438,2.0,0.0,0.0,3,9,98065,47.5416,-121.86399999999999
501,475000.0,2,1.0,1490,3825,1.0,0.0,0.0,3,7,98117,47.6799,-122.381
502,342000.0,3,2.0,1930,11947,1.0,0.0,0.0,4,8,98042,47.3672,-122.15100000000001
503,1200000.0,4,2.5,2770,7800,2.0,0.0,0.0,3,10,98033,47.684,-122.205
504,280000.0,3,1.5,1670,11610,1.0,0.0,0.0,4,7,98055,47.4404,-122.191
506,529000.0,3,1.0,1210,3328,1.5,0.0,0.0,4,7,98107,47.6729,-122.363
507,442000.0,3,1.0,1190,5100,1.0,0.0,0.0,4,7,98136,47.5346,-122.385
508,615000.0,2,1.0,1540,6872,1.0,0.0,0.0,4,7,98119,47.6454,-122.37299999999999
509,1490000.0,4,3.75,4030,10800,2.0,0.0,0.0,3,10,98033,47.6821,-122.196
510,585000.0,4,1.75,2430,7559,1.0,0.0,0.0,4,8,98052,47.7206,-122.11
511,480000.0,4,2.5,2600,7787,2.0,0.0,0.0,3,8,98059,47.4877,-122.139
512,1100000.0,5,3.5,4410,57063,2.0,0.0,0.0,4,9,98053,47.6554,-122.01799999999999
513,290000.0,4,1.0,1330,8184,1.5,0.0,0.0,3,7,98133,47.7343,-122.34700000000001
514,615000.0,3,1.75,1900,5000,1.0,0.0,0.0,5,7,98116,47.5789,-122.39299999999999
515,300000.0,2,1.0,1100,7680,1.0,0.0,0.0,4,7,98133,47.7439,-122.339
516,308000.0,3,1.0,1980,39150,1.5,0.0,0.0,3,6,98030,47.3818,-122.225
517,750000.0,3,2.5,2400,7745,2.0,0.0,0.0,3,9,98033,47.6734,-122.17299999999999
518,2250000.0,4,2.25,4760,8036,2.5,0.0,0.0,5,9,98112,47.6415,-122.285
519,890000.0,4,3.25,3180,194278,2.0,0.0,0.0,3,10,98059,47.4711,-122.084
520,288000.0,3,1.0,1190,7560,1.0,0.0,0.0,5,6,98058,47.452,-122.177
521,190000.0,2,1.0,630,6000,1.0,0.0,0.0,3,6,98178,47.4973,-122.221
522,515000.0,5,3.0,2530,5105,1.0,0.0,0.0,3,8,98133,47.7546,-122.34100000000001
523,235000.0,4,1.5,1690,11054,1.0,0.0,0.0,4,5,98055,47.4667,-122.215
524,275000.0,2,1.0,940,5000,1.0,0.0,0.0,3,6,98126,47.5186,-122.374
525,727500.0,2,2.0,1240,9119,1.0,0.0,0.0,4,7,98004,47.6221,-122.193
526,650000.0,4,2.5,3040,6587,2.0,0.0,0.0,3,7,98053,47.683,-122.039
529,662000.0,3,1.75,2500,36947,1.0,0.0,0.0,3,9,98052,47.6917,-122.084
530,270500.0,3,2.5,1780,7848,1.0,0.0,0.0,3,7,98038,47.3608,-122.056
531,200000.0,2,1.5,1360,1898,2.0,0.0,0.0,3,7,98092,47.2852,-122.19
532,970000.0,4,3.25,4740,76230,2.0,0.0,0.0,3,10,98075,47.5931,-122.071
534,204000.0,3,1.0,1040,7405,1.0,0.0,0.0,4,6,98010,47.3105,-122.021
535,358000.0,3,2.25,1610,6655,2.0,0.0,0.0,4,7,98058,47.4296,-122.161
536,452000.0,4,1.75,1570,8268,1.0,0.0,0.0,3,7,98011,47.7373,-122.197
537,595000.0,2,2.0,1510,4000,1.0,0.0,0.0,4,7,98103,47.6582,-122.345
538,249000.0,3,2.0,1360,6082,1.0,0.0,0.0,3,7,98042,47.3577,-122.16
539,346900.0,4,2.5,1970,5106,2.0,0.0,0.0,3,8,98055,47.449,-122.205
540,2130000.0,3,2.5,5403,24069,2.0,1.0,4.0,4,12,98166,47.4169,-122.348
541,280000.0,4,2.5,1560,4350,2.0,0.0,0.0,3,7,98056,47.5025,-122.186
542,318888.0,4,1.75,2320,12000,1.0,0.0,0.0,4,8,98032,47.3644,-122.28
543,530000.0,3,2.25,2120,40518,1.0,0.0,0.0,3,8,98075,47.5896,-122.009
545,910000.0,4,2.5,3350,29242,2.0,0.0,0.0,3,11,98052,47.7197,-122.131
546,782000.0,4,2.5,2380,9614,2.0,0.0,0.0,4,10,98006,47.5623,-122.116
547,259950.0,2,2.0,1070,649,2.0,0.0,0.0,3,9,98106,47.5213,-122.35700000000001
549,215000.0,2,1.0,1320,8865,1.0,0.0,0.0,4,6,98168,47.4949,-122.3
550,705000.0,3,1.75,2180,10221,1.0,0.0,2.0,4,7,98040,47.5885,-122.24799999999999
551,1450000.0,3,3.0,4380,6320,2.0,0.0,3.0,5,10,98199,47.6452,-122.411
552,451000.0,3,1.75,1790,9813,2.0,0.0,0.0,3,7,98155,47.748999999999995,-122.305
553,261000.0,2,1.0,750,8125,1.0,0.0,0.0,4,6,98055,47.4727,-122.198
554,396000.0,3,1.5,1300,8280,1.0,0.0,0.0,5,7,98028,47.7403,-122.256
555,725000.0,4,2.5,2990,29170,2.0,0.0,3.0,3,9,98059,47.5146,-122.117
557,238000.0,4,1.0,1400,7242,1.5,0.0,0.0,3,7,98188,47.4339,-122.291
558,750000.0,6,1.75,2750,9563,2.0,0.0,0.0,4,8,98052,47.6368,-122.09700000000001
559,331500.0,4,2.5,2050,10271,2.0,0.0,0.0,3,7,98042,47.3628,-122.075
560,460000.0,4,3.0,2230,108900,1.0,0.0,0.0,3,7,98065,47.52,-121.845
561,404950.0,4,2.25,2340,217014,1.0,0.0,0.0,4,8,98092,47.2953,-122.083
562,880000.0,3,2.5,2870,5163,2.0,0.0,0.0,3,9,98103,47.6935,-122.352
563,863000.0,4,2.5,4120,22370,2.0,0.0,0.0,3,10,98074,47.6239,-122.023
564,638700.0,3,1.75,2080,9162,1.0,0.0,0.0,3,7,98005,47.5846,-122.16799999999999
565,435000.0,3,2.5,1840,5680,2.0,0.0,0.0,3,7,98053,47.6969,-122.02600000000001
566,260000.0,3,1.0,1180,5350,1.5,0.0,0.0,4,6,98178,47.505,-122.259
569,405000.0,2,0.75,1160,15029,1.0,0.0,0.0,4,6,98014,47.6929,-121.87
570,338900.0,4,2.5,1830,5612,2.0,0.0,0.0,3,7,98038,47.3572,-122.015
571,720000.0,4,4.0,3200,7708,2.0,0.0,0.0,3,10,98075,47.5816,-121.97
572,442000.0,5,3.0,2560,5445,1.5,0.0,0.0,4,7,98108,47.5502,-122.311
573,650000.0,5,2.75,2550,5040,1.5,0.0,0.0,5,8,98122,47.6136,-122.29899999999999
575,300000.0,2,1.0,1220,75794,1.0,0.0,0.0,4,7,98038,47.4219,-122.007
577,930000.0,4,4.0,6050,84942,2.5,0.0,2.0,3,9,98077,47.7466,-122.029
578,530000.0,4,2.5,2320,5493,2.0,0.0,0.0,3,8,98028,47.7727,-122.229
579,180000.0,3,1.0,1384,8960,1.0,0.0,0.0,4,6,98023,47.3062,-122.37100000000001
581,264000.0,3,1.5,1820,10608,1.0,0.0,0.0,4,7,98003,47.3366,-122.306
583,439000.0,4,2.25,2060,10070,2.0,0.0,0.0,3,7,98034,47.7258,-122.177
584,268500.0,4,1.75,1420,7500,1.0,0.0,0.0,4,7,98031,47.4025,-122.176
585,330000.0,3,1.75,1510,15744,1.0,0.0,0.0,3,7,98045,47.476000000000006,-121.755
586,640000.0,3,2.5,2160,4000,1.5,0.0,0.0,3,8,98122,47.6045,-122.307
587,900000.0,3,2.5,3180,12600,2.0,0.0,0.0,4,11,98074,47.6366,-122.05799999999999
588,370000.0,3,2.25,2110,13300,2.0,0.0,0.0,4,8,98038,47.3725,-122.06
591,265000.0,3,1.75,1820,32666,1.0,0.0,0.0,4,7,98022,47.1803,-121.97399999999999
593,296000.0,4,2.5,1780,3600,2.0,0.0,0.0,3,7,98038,47.3665,-122.01700000000001
594,360000.0,4,2.5,1840,9611,2.0,0.0,0.0,3,7,98178,47.4964,-122.251
595,240500.0,3,1.75,1460,10584,1.0,0.0,0.0,3,7,98168,47.492,-122.31700000000001
598,515000.0,4,3.0,3590,8249,2.0,0.0,0.0,3,9,98023,47.2846,-122.34100000000001
599,1220000.0,4,2.25,3200,15367,2.0,0.0,0.0,4,9,98040,47.5494,-122.21600000000001
600,507000.0,2,1.75,1670,6460,1.0,0.0,0.0,3,8,98053,47.7123,-122.027
601,399950.0,4,2.0,2420,31465,1.0,0.0,0.0,3,9,98092,47.3131,-122.115
602,185000.0,3,1.75,1430,10816,2.0,0.0,0.0,3,7,98010,47.3122,-121.99600000000001
603,460000.0,3,1.75,1440,7070,1.0,0.0,0.0,3,7,98052,47.6947,-122.125
604,435500.0,3,2.25,1450,4789,2.0,0.0,0.0,3,7,98029,47.5665,-122.01799999999999
605,469000.0,4,2.75,3550,13938,1.0,0.0,0.0,5,8,98188,47.425,-122.28299999999999
606,531000.0,2,3.0,1270,1175,2.0,0.0,0.0,3,8,98103,47.6634,-122.34
607,443500.0,2,1.0,940,6804,1.0,0.0,0.0,3,7,98177,47.7047,-122.37299999999999
608,223000.0,3,2.0,1670,6824,1.0,0.0,0.0,3,7,98042,47.3666,-122.084
609,590000.0,4,3.5,3100,15842,2.0,0.0,0.0,3,8,98028,47.7466,-122.242
612,533600.0,3,2.5,1930,5080,2.0,0.0,0.0,4,8,98029,47.5694,-122.001
613,695000.0,3,2.75,2540,4694,2.0,0.0,0.0,3,9,98074,47.6214,-122.024
614,242000.0,3,1.75,1280,7524,1.5,0.0,0.0,4,7,98031,47.3961,-122.18799999999999
615,425000.0,3,2.25,1820,8814,1.0,0.0,0.0,3,7,98125,47.7162,-122.309
616,525000.0,3,2.25,1490,9414,2.0,0.0,0.0,3,7,98052,47.6844,-122.113
617,485000.0,3,2.5,1880,5502,2.0,0.0,0.0,3,8,98029,47.5737,-122.01799999999999
618,175000.0,3,1.0,1250,9775,1.0,0.0,0.0,3,7,98045,47.4474,-121.771
620,260000.0,3,2.5,1920,7415,2.0,0.0,0.0,3,7,98031,47.4022,-122.171
621,577000.0,3,2.5,2060,5750,1.0,0.0,0.0,3,7,98116,47.5671,-122.391
622,200000.0,3,1.5,1210,10588,1.0,0.0,0.0,4,7,98002,47.2876,-122.212
623,605000.0,2,1.75,1760,5000,1.0,0.0,0.0,4,7,98117,47.681999999999995,-122.37200000000001
624,325000.0,3,1.0,990,6750,1.0,0.0,0.0,4,6,98133,47.7125,-122.331
625,289500.0,3,1.0,960,6400,1.0,0.0,0.0,4,6,98178,47.496,-122.23899999999999
626,559950.0,3,2.5,1660,1458,3.0,0.0,0.0,3,9,98144,47.5876,-122.309
627,1040000.0,3,1.75,1900,9375,1.0,0.0,1.0,4,8,98115,47.6821,-122.273
628,543500.0,3,2.25,1270,2790,1.0,0.0,0.0,3,7,98199,47.6581,-122.396
629,480000.0,4,2.25,3250,34293,2.0,0.0,0.0,4,9,98042,47.3496,-122.094
630,218000.0,3,1.0,960,9633,1.0,0.0,0.0,5,6,98022,47.1951,-122.001
632,426700.0,3,1.75,2080,7700,1.0,0.0,0.0,5,7,98056,47.5375,-122.178
633,650000.0,3,2.5,2690,11575,1.0,0.0,3.0,3,8,98028,47.7605,-122.26700000000001
634,542000.0,2,1.0,890,3060,1.0,0.0,0.0,3,7,98105,47.6663,-122.32600000000001
635,415000.0,3,1.75,1070,8000,1.0,0.0,0.0,3,7,98052,47.6978,-122.13
636,214000.0,3,1.0,1200,8316,1.0,0.0,0.0,4,6,98002,47.3221,-122.215
637,245000.0,3,1.5,1360,8910,2.0,0.0,0.0,5,7,98188,47.4488,-122.275
638,314500.0,3,2.0,2050,13303,1.0,0.0,0.0,3,8,98003,47.2681,-122.31
639,1120000.0,3,1.5,3000,5750,2.0,0.0,0.0,5,9,98116,47.5821,-122.39
640,378000.0,2,2.0,1300,3850,1.0,0.0,0.0,3,7,98136,47.5395,-122.39
641,305000.0,4,2.5,2250,9091,1.0,0.0,0.0,3,7,98001,47.33600000000001,-122.26899999999999
642,595000.0,5,2.75,3740,6750,1.0,0.0,0.0,4,8,98028,47.7679,-122.26100000000001
643,729500.0,3,2.5,1660,1091,3.0,0.0,1.0,3,9,98116,47.5818,-122.402
644,430000.0,3,2.5,2360,6699,2.0,0.0,0.0,3,7,98065,47.5317,-121.853
645,240000.0,3,1.75,1760,6500,1.0,0.0,0.0,3,7,98038,47.3647,-122.05
